id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
12708,Male,disloyal Customer,18,Business travel,Eco,803,1,1,1,3,2,1,2,2,3,1,2,5,2,2,14,13.0
24495,Male,Loyal Customer,42,Personal Travel,Eco,547,3,4,3,4,5,3,5,5,2,4,4,1,5,5,0,2.0
67303,Male,Loyal Customer,38,Business travel,Eco Plus,1121,2,4,4,4,2,3,2,2,1,5,3,4,4,2,0,0.0
116043,Female,Loyal Customer,30,Personal Travel,Eco,417,3,5,3,2,4,3,4,4,3,1,2,1,3,4,37,24.0
32708,Male,Loyal Customer,73,Business travel,Business,2408,2,2,4,2,3,3,3,4,4,4,5,2,4,1,0,0.0
55731,Male,Loyal Customer,50,Business travel,Business,2052,4,3,4,4,2,4,4,4,4,5,4,3,4,3,4,11.0
2732,Female,Loyal Customer,31,Business travel,Business,695,2,2,2,2,3,3,3,3,4,3,5,4,4,3,0,17.0
100896,Male,disloyal Customer,30,Business travel,Eco,377,2,2,2,4,4,2,4,4,4,5,4,3,4,4,35,29.0
28463,Male,Loyal Customer,56,Personal Travel,Eco,2588,1,5,1,1,1,1,1,1,2,4,3,1,2,1,10,8.0
67571,Female,Loyal Customer,24,Business travel,Business,1464,5,5,5,5,4,5,4,4,4,3,5,4,5,4,38,35.0
101963,Female,Loyal Customer,48,Business travel,Eco,628,1,1,1,1,2,3,2,1,1,1,1,1,1,3,80,70.0
41820,Female,Loyal Customer,58,Personal Travel,Eco,257,3,3,3,4,3,3,3,3,3,3,3,1,3,2,0,0.0
64520,Male,Loyal Customer,58,Personal Travel,Business,247,3,5,3,3,5,5,4,5,5,3,5,3,5,4,0,0.0
100418,Male,Loyal Customer,32,Personal Travel,Eco Plus,1073,2,5,2,4,1,2,1,1,3,4,5,5,4,1,0,0.0
78833,Female,Loyal Customer,55,Personal Travel,Eco,447,2,4,2,3,5,3,1,3,3,2,3,4,3,1,0,0.0
105541,Male,disloyal Customer,19,Business travel,Eco,611,1,3,1,3,3,1,3,3,4,2,4,1,3,3,0,0.0
123023,Female,Loyal Customer,53,Business travel,Business,468,4,4,5,4,5,4,5,4,4,4,4,5,4,5,32,29.0
75318,Male,Loyal Customer,60,Business travel,Business,2504,1,1,1,1,5,5,5,4,4,3,5,5,3,5,0,9.0
107757,Male,Loyal Customer,29,Personal Travel,Eco,466,3,4,3,1,2,3,2,2,4,5,4,4,4,2,27,14.0
113553,Female,Loyal Customer,52,Business travel,Eco,397,2,4,4,4,3,4,3,2,2,2,2,3,2,1,0,0.0
83850,Male,Loyal Customer,43,Personal Travel,Eco,425,2,0,4,2,2,4,2,2,4,2,5,4,5,2,0,0.0
22962,Male,disloyal Customer,18,Business travel,Eco,1041,4,4,4,1,4,4,4,4,4,5,4,3,4,4,0,0.0
52442,Male,Loyal Customer,66,Personal Travel,Eco,370,3,2,3,1,5,3,2,5,4,3,2,1,2,5,0,0.0
99484,Female,disloyal Customer,21,Business travel,Business,283,4,0,4,1,3,4,3,3,2,5,5,3,5,3,14,10.0
66061,Male,Loyal Customer,54,Personal Travel,Eco,1055,3,4,3,5,5,3,5,5,3,3,5,4,5,5,14,25.0
59013,Female,disloyal Customer,49,Business travel,Business,1744,4,4,4,2,5,4,5,5,5,3,4,3,4,5,9,0.0
46053,Male,Loyal Customer,58,Personal Travel,Eco,964,2,4,2,3,4,2,3,4,3,2,4,5,4,4,113,112.0
74134,Male,Loyal Customer,54,Business travel,Business,1824,3,1,1,1,1,4,3,3,3,3,3,3,3,1,0,0.0
104147,Female,disloyal Customer,26,Business travel,Business,349,2,0,2,4,1,2,1,1,3,2,4,5,5,1,84,70.0
102465,Female,Loyal Customer,63,Personal Travel,Eco,258,2,4,2,3,3,2,3,4,4,2,4,1,4,1,0,0.0
79752,Female,Loyal Customer,31,Business travel,Business,760,2,2,2,2,3,3,3,3,4,4,5,4,4,3,0,0.0
72541,Male,Loyal Customer,13,Business travel,Business,1121,1,3,3,3,1,1,1,1,4,5,4,3,4,1,1,26.0
28430,Female,Loyal Customer,64,Business travel,Eco,2496,4,2,2,2,4,4,4,5,3,4,5,4,4,4,0,0.0
102113,Female,Loyal Customer,42,Business travel,Business,258,0,1,1,3,4,4,5,3,3,3,3,5,3,3,45,32.0
121862,Male,Loyal Customer,57,Business travel,Business,366,4,3,3,3,1,4,4,4,4,4,4,3,4,3,0,0.0
61445,Male,Loyal Customer,39,Business travel,Business,2288,5,5,5,5,5,5,5,5,5,5,5,5,5,5,124,120.0
17793,Female,Loyal Customer,47,Business travel,Eco,986,4,4,4,4,2,3,3,4,4,4,4,2,4,1,0,0.0
53301,Male,Loyal Customer,42,Business travel,Business,3521,4,1,1,1,1,2,2,4,4,4,4,2,4,2,3,5.0
58532,Female,disloyal Customer,48,Business travel,Business,719,3,3,3,4,1,3,1,1,5,4,5,3,4,1,19,18.0
48304,Male,Loyal Customer,12,Business travel,Eco,1499,2,1,1,1,2,2,2,2,4,5,4,4,3,2,0,0.0
90048,Male,Loyal Customer,56,Business travel,Business,2322,1,1,1,1,4,5,4,5,5,5,5,5,5,3,3,0.0
82971,Female,Loyal Customer,54,Business travel,Business,2800,5,5,5,5,4,4,4,3,3,3,3,5,3,4,26,6.0
69370,Male,Loyal Customer,57,Business travel,Business,3144,2,2,2,2,5,4,4,4,4,4,4,5,4,5,0,0.0
56198,Male,Loyal Customer,60,Personal Travel,Eco,1400,2,5,2,3,2,4,4,4,5,3,4,4,3,4,188,160.0
59700,Female,Loyal Customer,69,Personal Travel,Eco,964,1,5,1,3,3,5,4,5,5,1,1,4,5,5,0,5.0
11378,Female,Loyal Customer,33,Business travel,Business,2097,0,4,0,1,5,5,5,5,5,5,5,5,5,5,0,0.0
91413,Male,Loyal Customer,48,Business travel,Business,1050,5,5,4,5,4,5,5,4,4,4,4,3,4,4,0,0.0
125225,Male,Loyal Customer,55,Business travel,Business,3808,4,4,4,4,4,4,5,5,5,5,5,5,5,3,0,12.0
57763,Female,Loyal Customer,40,Business travel,Business,2611,1,1,1,1,5,5,5,4,4,5,5,5,5,5,14,6.0
50468,Female,Loyal Customer,22,Business travel,Business,2499,2,3,3,3,2,2,2,2,4,5,4,4,4,2,2,0.0
51277,Female,disloyal Customer,40,Business travel,Business,372,2,2,2,3,4,2,4,4,4,1,5,1,2,4,0,0.0
63460,Male,Loyal Customer,49,Business travel,Business,1727,0,0,0,3,2,4,4,2,2,2,2,5,2,5,0,5.0
109436,Female,Loyal Customer,60,Business travel,Business,1712,5,5,5,5,2,4,5,4,4,4,4,3,4,5,0,0.0
14411,Male,Loyal Customer,29,Business travel,Business,3591,3,3,3,3,5,5,5,5,3,3,2,4,4,5,0,13.0
121332,Male,Loyal Customer,45,Personal Travel,Eco Plus,1009,2,5,2,3,5,2,5,5,5,2,4,4,5,5,0,0.0
956,Female,disloyal Customer,21,Business travel,Eco,89,1,4,0,3,4,0,4,4,2,2,3,3,3,4,0,0.0
30040,Female,Loyal Customer,48,Business travel,Business,253,1,5,5,5,2,3,3,1,1,1,1,1,1,2,37,30.0
31477,Male,Loyal Customer,30,Business travel,Business,3980,3,3,1,3,3,3,3,3,3,2,4,1,2,3,15,17.0
65098,Female,Loyal Customer,51,Personal Travel,Eco,224,3,4,3,4,5,4,4,2,2,3,2,5,2,3,0,0.0
33508,Male,Loyal Customer,58,Personal Travel,Eco,965,2,5,2,2,3,2,3,3,5,5,5,3,4,3,46,38.0
25366,Male,Loyal Customer,54,Business travel,Eco,591,5,4,4,4,5,5,5,5,2,4,2,2,1,5,22,15.0
120240,Female,Loyal Customer,55,Personal Travel,Eco,1325,2,3,2,3,5,4,4,4,4,2,3,1,4,1,0,0.0
39011,Female,disloyal Customer,29,Business travel,Eco,230,1,0,1,5,2,1,2,2,3,1,3,1,1,2,0,0.0
30400,Male,Loyal Customer,54,Personal Travel,Eco,641,1,4,1,2,5,1,5,5,3,3,5,3,4,5,0,0.0
5710,Female,Loyal Customer,63,Personal Travel,Eco,299,0,4,0,4,3,4,4,1,1,0,1,3,1,4,12,0.0
115837,Male,disloyal Customer,22,Business travel,Eco,480,3,0,3,2,3,3,3,3,1,3,4,1,5,3,17,4.0
116918,Male,Loyal Customer,58,Business travel,Business,325,3,3,3,3,5,5,5,5,5,5,5,5,5,5,0,0.0
10374,Male,disloyal Customer,41,Business travel,Business,316,3,3,3,5,1,3,1,1,3,2,4,4,5,1,0,20.0
10068,Male,Loyal Customer,51,Personal Travel,Eco,596,3,2,3,4,2,3,2,2,4,2,4,4,4,2,0,38.0
54752,Female,Loyal Customer,7,Personal Travel,Eco,787,3,5,3,4,2,3,4,2,4,2,5,4,4,2,62,49.0
27706,Female,Loyal Customer,23,Business travel,Business,1448,4,4,4,4,4,4,4,4,3,3,5,4,5,4,0,0.0
92267,Female,Loyal Customer,33,Business travel,Business,1900,2,2,2,2,3,3,5,5,5,5,5,4,5,4,1,0.0
45131,Female,Loyal Customer,50,Business travel,Business,1842,5,5,5,5,5,5,4,5,5,5,4,3,5,3,0,0.0
43163,Female,Loyal Customer,56,Business travel,Eco,840,2,4,4,4,5,3,4,2,2,2,2,4,2,2,0,0.0
116900,Male,Loyal Customer,40,Business travel,Business,370,5,4,5,5,4,4,5,5,5,5,5,4,5,3,0,0.0
114971,Male,Loyal Customer,53,Business travel,Business,3094,1,1,1,1,5,5,5,4,4,4,4,5,4,4,72,66.0
40326,Female,Loyal Customer,35,Business travel,Eco Plus,463,3,1,3,1,3,3,3,3,4,5,3,2,3,3,0,0.0
67763,Female,Loyal Customer,50,Business travel,Eco,1126,2,2,2,2,1,3,2,2,2,2,2,1,2,4,0,0.0
46791,Female,disloyal Customer,42,Business travel,Business,737,1,1,1,5,5,1,5,5,5,3,5,5,5,5,0,0.0
46936,Female,disloyal Customer,63,Personal Travel,Eco,776,5,5,4,4,3,4,3,3,5,2,5,3,5,3,7,
65250,Male,disloyal Customer,20,Business travel,Eco,190,2,5,2,1,2,2,1,2,4,3,4,5,4,2,0,0.0
108260,Female,Loyal Customer,47,Business travel,Eco,495,5,2,2,2,5,1,1,5,5,5,5,1,5,4,0,3.0
63422,Female,Loyal Customer,57,Personal Travel,Eco,337,3,5,3,3,4,4,4,2,2,3,2,4,2,5,74,73.0
68032,Male,Loyal Customer,52,Business travel,Business,2450,3,3,3,3,2,4,4,4,4,5,4,5,4,4,0,0.0
10392,Male,disloyal Customer,27,Business travel,Business,429,4,4,4,1,5,4,1,5,3,2,4,3,5,5,0,0.0
8887,Male,Loyal Customer,25,Personal Travel,Eco,622,3,4,3,4,5,3,5,5,4,2,5,3,4,5,18,17.0
108865,Female,Loyal Customer,16,Personal Travel,Eco,1947,3,5,3,4,1,3,1,1,5,2,3,4,5,1,6,0.0
93469,Male,Loyal Customer,40,Business travel,Business,671,4,4,4,4,5,5,5,4,4,4,4,4,4,5,0,0.0
40460,Female,Loyal Customer,53,Business travel,Eco,188,2,4,4,4,1,3,3,2,2,2,2,2,2,1,0,16.0
94840,Male,Loyal Customer,33,Business travel,Eco,319,4,5,5,5,4,3,4,4,1,1,4,1,4,4,3,1.0
4076,Female,Loyal Customer,44,Business travel,Business,2350,5,5,5,5,4,4,4,5,5,5,5,5,5,4,0,0.0
1927,Female,Loyal Customer,57,Business travel,Business,2694,1,1,4,1,5,4,4,5,5,4,5,5,5,4,0,0.0
51755,Male,Loyal Customer,41,Personal Travel,Eco,370,5,4,5,2,3,5,3,3,4,1,1,3,4,3,0,0.0
69521,Female,Loyal Customer,29,Business travel,Business,2475,3,3,3,3,5,5,5,3,3,4,5,5,3,5,1,6.0
377,Female,Loyal Customer,54,Business travel,Business,3628,4,4,4,4,3,5,5,4,4,4,4,3,4,3,14,6.0
15321,Female,Loyal Customer,13,Business travel,Eco,599,1,3,3,3,1,1,4,1,3,3,3,4,3,1,1,0.0
7026,Male,Loyal Customer,41,Personal Travel,Eco,299,3,5,3,3,3,3,3,3,4,5,5,5,5,3,23,33.0
40246,Female,Loyal Customer,43,Business travel,Business,387,4,4,4,4,2,1,2,4,4,4,4,5,4,2,0,0.0
109452,Female,Loyal Customer,58,Business travel,Business,2714,1,1,2,1,2,5,4,4,4,4,4,3,4,4,1,0.0
33103,Male,Loyal Customer,16,Personal Travel,Eco,216,3,0,3,4,1,3,1,1,3,4,5,4,5,1,1,0.0
59686,Female,Loyal Customer,64,Personal Travel,Eco,964,4,5,5,3,5,5,5,5,5,5,5,5,5,5,10,0.0
2019,Male,Loyal Customer,41,Business travel,Business,3292,5,5,5,5,3,4,4,4,4,4,4,4,4,3,0,0.0
107174,Male,Loyal Customer,48,Business travel,Business,1907,1,1,1,1,3,4,4,5,5,5,5,5,5,4,10,0.0
33714,Female,Loyal Customer,21,Personal Travel,Eco,814,4,1,4,2,1,4,1,1,3,3,1,4,1,1,0,0.0
1721,Female,disloyal Customer,27,Business travel,Eco,364,2,4,2,4,2,2,2,2,4,4,3,2,3,2,31,52.0
101680,Male,Loyal Customer,33,Business travel,Business,1500,3,3,3,3,5,4,5,5,5,5,5,5,5,5,20,0.0
96451,Male,disloyal Customer,25,Business travel,Business,436,2,4,3,3,5,3,5,5,5,2,5,5,4,5,6,19.0
104122,Male,Loyal Customer,50,Business travel,Business,448,2,2,2,2,5,4,5,2,2,2,2,4,2,4,0,0.0
8827,Female,Loyal Customer,25,Personal Travel,Eco,522,3,4,3,1,4,3,3,4,4,1,4,5,4,4,0,0.0
68258,Male,Loyal Customer,41,Personal Travel,Eco,631,2,5,2,4,3,2,5,3,3,2,5,5,5,3,8,0.0
125022,Male,Loyal Customer,14,Personal Travel,Eco,184,3,4,3,3,1,3,1,1,3,1,3,3,4,1,0,0.0
3890,Female,Loyal Customer,72,Business travel,Business,2286,1,5,5,5,5,4,4,2,2,2,1,1,2,1,0,0.0
87431,Female,Loyal Customer,21,Personal Travel,Eco Plus,425,1,2,1,3,4,1,4,4,3,1,4,4,3,4,0,0.0
117573,Male,Loyal Customer,43,Business travel,Business,1722,1,1,1,1,3,5,4,4,4,4,4,4,4,4,1,2.0
16785,Male,Loyal Customer,20,Personal Travel,Eco,569,3,3,3,2,2,3,2,2,2,5,2,4,3,2,0,0.0
54023,Female,Loyal Customer,38,Personal Travel,Eco,1091,4,1,4,4,5,4,5,5,3,2,3,3,3,5,60,41.0
8063,Male,Loyal Customer,39,Business travel,Business,3061,2,2,2,2,3,5,5,5,5,5,5,4,5,5,0,0.0
108967,Male,Loyal Customer,30,Personal Travel,Eco,655,2,0,3,1,3,3,2,3,1,4,5,5,5,3,0,0.0
77433,Female,Loyal Customer,45,Personal Travel,Eco,590,2,4,2,4,4,4,4,5,5,2,1,4,5,5,25,27.0
90461,Female,Loyal Customer,46,Business travel,Business,250,3,3,3,3,4,4,4,4,4,4,4,3,4,5,0,0.0
114729,Male,Loyal Customer,48,Business travel,Business,2773,4,4,4,4,4,4,4,5,5,5,5,4,5,4,0,12.0
25955,Male,Loyal Customer,23,Business travel,Business,946,1,1,1,1,4,4,4,4,1,1,4,4,3,4,2,0.0
122115,Female,Loyal Customer,42,Business travel,Business,2467,0,4,0,4,5,5,5,3,3,3,3,3,3,3,0,0.0
24602,Male,disloyal Customer,12,Business travel,Eco,526,3,3,3,4,1,3,1,1,3,1,3,1,4,1,48,43.0
118607,Female,disloyal Customer,37,Business travel,Eco,325,2,1,2,4,3,2,3,3,4,5,4,4,3,3,0,0.0
30636,Male,disloyal Customer,26,Business travel,Eco,533,2,3,2,4,2,2,2,2,4,1,2,3,1,2,0,0.0
97527,Female,Loyal Customer,50,Personal Travel,Eco,439,4,5,4,2,4,5,5,5,5,4,2,4,5,4,0,0.0
75394,Male,Loyal Customer,54,Business travel,Business,2218,1,1,1,1,2,5,4,4,4,4,4,3,4,4,0,0.0
55438,Female,disloyal Customer,40,Business travel,Business,2521,2,2,2,4,2,3,3,2,1,4,4,3,1,3,4,0.0
41834,Male,disloyal Customer,20,Business travel,Eco,462,4,0,4,3,3,4,1,3,2,2,3,2,1,3,0,0.0
64424,Female,Loyal Customer,39,Business travel,Business,2465,5,5,5,5,2,5,4,5,5,5,5,4,5,5,5,0.0
35645,Female,Loyal Customer,52,Business travel,Business,2586,1,1,1,1,4,4,4,3,3,3,5,4,5,4,123,164.0
90038,Female,Loyal Customer,40,Business travel,Business,957,5,5,5,5,4,5,4,5,5,5,5,3,5,5,0,0.0
48253,Female,Loyal Customer,56,Personal Travel,Eco,236,3,3,3,3,5,2,5,4,4,3,4,1,4,5,57,52.0
11488,Male,Loyal Customer,40,Personal Travel,Eco Plus,308,4,4,4,3,5,4,5,5,3,2,5,3,4,5,0,4.0
12189,Male,Loyal Customer,68,Personal Travel,Eco,1075,1,4,0,3,2,0,2,2,3,1,3,3,4,2,2,0.0
21847,Female,disloyal Customer,21,Business travel,Business,448,0,4,0,5,2,0,2,2,5,3,5,3,5,2,0,0.0
57195,Female,Loyal Customer,39,Business travel,Business,1514,3,3,5,3,5,4,5,4,4,4,4,5,4,4,0,2.0
76346,Female,Loyal Customer,46,Business travel,Business,1851,4,4,4,4,2,3,5,4,4,4,4,5,4,4,22,21.0
17817,Female,Loyal Customer,39,Personal Travel,Eco,1075,2,4,2,4,1,2,1,1,5,5,4,5,5,1,0,3.0
26332,Female,Loyal Customer,65,Business travel,Business,2257,2,1,1,1,2,3,4,2,2,2,2,4,2,2,4,0.0
66649,Male,Loyal Customer,41,Business travel,Business,802,3,3,3,3,3,5,4,4,4,4,4,5,4,5,83,92.0
17539,Female,Loyal Customer,57,Personal Travel,Eco,297,2,4,2,2,4,4,4,1,1,2,1,5,1,5,0,0.0
48591,Male,Loyal Customer,31,Personal Travel,Eco,959,2,5,2,4,2,2,2,2,5,5,5,4,5,2,25,9.0
25241,Female,Loyal Customer,69,Personal Travel,Eco,919,3,5,3,4,2,5,5,5,5,3,5,3,5,4,72,55.0
86223,Male,disloyal Customer,27,Business travel,Eco,164,2,3,2,4,2,2,2,2,2,5,1,3,3,2,71,66.0
94533,Male,Loyal Customer,59,Business travel,Business,239,5,5,5,5,3,4,5,5,5,5,5,4,5,3,4,7.0
113985,Male,Loyal Customer,58,Business travel,Eco,1728,3,1,1,1,3,3,3,3,4,4,3,3,4,3,10,15.0
17042,Female,Loyal Customer,27,Business travel,Business,3497,1,1,1,1,4,4,4,4,2,2,4,3,3,4,0,0.0
114517,Male,disloyal Customer,30,Business travel,Business,337,2,2,2,3,5,2,3,5,3,1,3,3,3,5,0,21.0
26698,Male,Loyal Customer,25,Personal Travel,Eco,515,1,5,1,3,4,1,4,4,5,4,4,5,5,4,76,61.0
92795,Female,Loyal Customer,9,Personal Travel,Business,1587,3,5,3,2,1,3,1,1,5,3,4,3,4,1,7,0.0
116214,Male,Loyal Customer,35,Personal Travel,Eco,447,2,1,1,3,1,1,1,1,4,5,3,3,3,1,0,0.0
107976,Male,Loyal Customer,64,Personal Travel,Eco,825,3,4,3,1,4,3,5,4,4,5,4,5,4,4,0,0.0
86861,Female,Loyal Customer,56,Personal Travel,Eco,484,4,4,4,4,2,3,3,1,1,4,1,3,1,4,15,10.0
14389,Female,Loyal Customer,46,Business travel,Business,3927,3,3,3,3,2,4,4,4,4,4,4,2,4,2,0,0.0
9078,Male,Loyal Customer,50,Personal Travel,Eco,108,1,5,0,2,5,0,4,5,5,2,4,5,4,5,0,8.0
82333,Female,Loyal Customer,64,Personal Travel,Eco Plus,456,1,4,1,3,1,3,5,4,4,1,4,5,4,2,23,55.0
317,Female,disloyal Customer,25,Business travel,Business,821,5,5,5,3,5,5,5,5,3,3,5,4,5,5,0,0.0
114340,Male,Loyal Customer,34,Personal Travel,Eco,948,2,4,2,2,4,2,4,4,4,3,4,3,5,4,0,0.0
43131,Female,Loyal Customer,54,Business travel,Eco Plus,236,3,4,3,3,5,2,4,2,2,3,2,4,2,3,0,6.0
50818,Male,Loyal Customer,63,Personal Travel,Eco,134,4,3,4,2,5,4,4,5,5,2,3,4,5,5,0,0.0
95946,Male,Loyal Customer,49,Business travel,Business,775,4,4,4,4,2,5,4,5,5,5,5,4,5,3,0,0.0
88776,Female,Loyal Customer,23,Business travel,Business,2899,3,3,3,3,5,4,5,5,4,5,4,4,4,5,0,0.0
69579,Male,Loyal Customer,65,Personal Travel,Eco,2586,2,3,2,3,2,2,2,3,4,3,3,2,4,2,0,0.0
60499,Female,disloyal Customer,25,Business travel,Eco,862,4,4,4,4,3,4,3,3,5,4,3,2,1,3,8,0.0
14750,Male,Loyal Customer,22,Business travel,Eco,533,1,1,3,1,1,1,1,1,4,3,3,3,3,1,0,0.0
1326,Male,disloyal Customer,36,Business travel,Business,102,2,2,2,5,5,2,5,5,3,4,5,3,5,5,35,28.0
94871,Female,Loyal Customer,50,Business travel,Business,239,4,4,4,4,2,5,5,4,4,4,4,3,4,3,0,0.0
95837,Male,Loyal Customer,47,Business travel,Business,3490,5,5,5,5,2,4,5,4,4,4,4,4,4,5,4,3.0
95091,Female,Loyal Customer,36,Personal Travel,Eco,248,4,4,4,4,2,4,2,2,5,3,5,4,4,2,0,0.0
56087,Male,Loyal Customer,8,Business travel,Eco Plus,2586,2,5,5,5,2,2,2,1,1,2,4,2,3,2,39,5.0
109709,Male,Loyal Customer,34,Business travel,Business,2849,4,2,4,4,5,4,4,2,2,2,2,3,2,3,1,0.0
79244,Female,Loyal Customer,53,Business travel,Business,1598,3,4,4,4,2,4,4,3,3,3,3,3,3,1,0,0.0
47673,Male,Loyal Customer,18,Personal Travel,Eco,715,4,2,4,3,1,4,1,1,4,4,4,3,4,1,3,4.0
82462,Female,Loyal Customer,68,Personal Travel,Eco,502,1,5,1,5,3,4,5,1,1,1,1,4,1,4,38,57.0
84802,Female,Loyal Customer,58,Business travel,Eco,547,3,4,4,4,3,4,4,3,3,3,3,4,3,3,7,11.0
33408,Male,disloyal Customer,26,Business travel,Eco,1351,4,4,4,1,1,4,1,1,1,4,5,5,3,1,0,3.0
88857,Female,disloyal Customer,49,Business travel,Business,646,2,3,3,1,4,2,4,4,5,4,4,3,5,4,9,2.0
52955,Male,Loyal Customer,66,Personal Travel,Business,2306,3,3,3,3,4,3,4,1,1,3,1,3,1,5,0,0.0
68676,Male,disloyal Customer,38,Business travel,Eco,175,2,3,2,2,1,2,2,1,3,4,3,3,5,1,0,0.0
73007,Female,Loyal Customer,21,Personal Travel,Eco,1089,3,3,3,4,4,3,4,4,3,5,5,2,1,4,0,0.0
79710,Male,Loyal Customer,18,Personal Travel,Eco,760,2,5,2,3,5,2,5,5,5,2,4,5,4,5,0,4.0
88326,Female,Loyal Customer,39,Business travel,Eco,404,2,3,3,3,2,1,2,2,4,2,4,3,4,2,28,51.0
17489,Male,Loyal Customer,36,Business travel,Business,3297,2,2,2,2,1,3,2,4,4,4,4,2,4,2,34,17.0
54042,Male,Loyal Customer,36,Business travel,Business,1416,4,4,4,4,1,5,5,3,3,4,3,4,3,1,0,0.0
63577,Female,Loyal Customer,47,Business travel,Business,2133,2,4,4,4,3,3,3,2,2,3,2,4,2,1,26,0.0
68106,Male,Loyal Customer,18,Personal Travel,Eco,813,1,4,1,3,4,1,4,4,3,1,3,1,4,4,7,0.0
46695,Female,Loyal Customer,44,Personal Travel,Eco,73,2,3,2,3,4,3,4,1,1,2,1,2,1,1,0,32.0
120037,Female,Loyal Customer,39,Personal Travel,Business,168,2,5,2,3,3,5,4,4,4,2,4,5,4,5,0,0.0
82202,Female,Loyal Customer,59,Business travel,Business,2096,3,3,3,3,5,4,4,5,5,5,5,4,5,4,2,0.0
48829,Male,Loyal Customer,18,Personal Travel,Business,308,3,5,3,2,1,3,1,1,4,2,4,5,5,1,14,8.0
104295,Female,Loyal Customer,11,Personal Travel,Eco,440,4,5,5,4,1,5,1,1,3,2,5,3,5,1,12,4.0
27745,Female,Loyal Customer,37,Business travel,Eco,1448,5,3,3,3,5,5,5,5,5,4,3,2,4,5,0,0.0
20633,Male,Loyal Customer,30,Business travel,Business,2911,2,2,3,2,4,3,4,4,4,5,5,5,3,4,1,25.0
27048,Female,disloyal Customer,38,Business travel,Eco,1491,4,4,4,3,5,4,5,5,5,2,3,1,2,5,0,13.0
59431,Male,Loyal Customer,36,Personal Travel,Eco Plus,2367,2,5,2,3,2,3,3,3,3,3,4,3,5,3,196,150.0
34527,Female,disloyal Customer,26,Business travel,Business,636,3,3,3,4,3,3,3,3,3,2,3,2,4,3,0,0.0
212,Female,Loyal Customer,30,Business travel,Business,213,2,5,5,5,5,4,2,5,1,2,3,1,4,5,25,13.0
57680,Male,Loyal Customer,35,Business travel,Business,867,4,4,4,4,3,5,5,5,5,5,5,5,5,5,0,0.0
106031,Male,Loyal Customer,31,Personal Travel,Eco,682,4,3,4,3,1,4,1,1,1,4,3,5,4,1,64,90.0
20710,Male,Loyal Customer,52,Personal Travel,Business,707,2,4,1,3,3,5,4,4,4,1,4,4,4,3,0,0.0
69983,Male,disloyal Customer,26,Business travel,Business,236,3,2,3,3,5,3,5,5,1,4,3,4,4,5,0,0.0
41568,Male,Loyal Customer,59,Personal Travel,Eco,1428,5,4,5,2,4,5,1,4,3,2,5,5,4,4,0,0.0
74404,Female,Loyal Customer,18,Business travel,Business,1464,3,3,3,3,4,4,4,4,3,5,4,4,5,4,0,0.0
65706,Male,Loyal Customer,29,Business travel,Business,936,4,4,4,4,4,4,4,4,4,4,5,3,5,4,0,0.0
94130,Female,Loyal Customer,54,Business travel,Business,3183,5,5,5,5,3,5,5,4,4,4,4,4,4,3,0,4.0
82605,Male,Loyal Customer,23,Business travel,Business,3099,3,4,4,4,3,4,3,3,1,2,3,4,2,3,0,0.0
74233,Female,Loyal Customer,41,Personal Travel,Eco,888,3,2,3,4,1,3,1,1,3,5,4,1,3,1,0,0.0
32526,Male,Loyal Customer,78,Business travel,Business,3771,2,2,5,2,2,4,4,4,4,4,4,4,4,3,0,0.0
107045,Female,Loyal Customer,44,Business travel,Eco,480,3,2,2,2,5,3,4,3,3,3,3,4,3,1,0,0.0
94933,Female,disloyal Customer,24,Business travel,Eco,319,2,2,2,4,2,2,2,2,1,5,4,1,3,2,17,16.0
121612,Male,Loyal Customer,57,Personal Travel,Eco,936,2,5,2,1,5,2,5,5,3,5,4,4,5,5,0,3.0
22254,Male,Loyal Customer,34,Business travel,Business,143,0,3,0,3,5,2,2,3,3,3,3,5,3,5,0,0.0
48958,Female,Loyal Customer,50,Business travel,Eco,421,4,4,4,4,2,3,4,4,4,4,4,4,4,1,27,20.0
8977,Female,Loyal Customer,52,Business travel,Eco,325,4,1,1,1,4,4,4,3,2,4,4,4,2,4,152,181.0
22599,Female,Loyal Customer,41,Business travel,Business,300,1,2,2,2,1,3,3,1,1,1,1,1,1,1,26,15.0
105275,Female,Loyal Customer,52,Business travel,Business,3583,1,1,5,1,5,5,4,4,4,4,4,4,4,4,68,61.0
120187,Male,Loyal Customer,27,Business travel,Business,1430,2,2,4,2,4,4,4,4,4,2,4,5,4,4,0,4.0
95165,Female,Loyal Customer,52,Personal Travel,Eco,248,4,5,0,3,2,4,5,4,4,0,4,4,4,4,1,2.0
59626,Male,Loyal Customer,58,Business travel,Business,2453,2,3,3,3,4,2,3,2,2,2,2,2,2,2,122,130.0
68060,Male,Loyal Customer,54,Business travel,Eco,868,3,2,2,2,3,3,3,3,3,4,3,4,3,3,1,50.0
7630,Female,Loyal Customer,34,Business travel,Business,604,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,0.0
9368,Male,Loyal Customer,49,Business travel,Business,3072,4,4,5,4,3,5,1,5,5,5,5,1,5,2,0,0.0
